datetime,inflow_temp,airtemp1day,airtemp2days,airtemp3days,airtemp4days,airtemp5days,airtemp6days,airtemp7days
2018-05-04,18.113,24.05289375,23.98455,22.9698645833333,21.3785020833333,19.3172566666667,17.7339965277778,17.3353523809524
2018-05-05,16.88997917,19.4574833333333,21.7551885416666,22.4755277777778,22.0917692708333,20.9942983333333,19.3406277777778,17.9802089285714
2018-05-06,13.48541667,12.67340625,16.0654447916666,18.7279277777778,20.0249973958333,20.2080966666667,19.6074829861111,18.3881675595238
2018-05-07,14.12904167,15.5777,14.125553125,15.9028631944444,17.9403708333333,19.1355379166667,19.4363638888889,19.0317997023809
2018-05-08,15.124,16.9499479166667,16.2638239583334,15.0670180555556,16.164634375,17.74228625,18.7712729166667,19.0811616071429
2018-05-09,15.81297917,18.6549895833333,17.80246875,17.0608791666667,15.9640109375,16.6627054166667,17.8944034722222,18.7546610119048
2018-05-10,16.29922917,20.0515333333333,19.3532614583333,18.5521569444444,17.8085427083333,16.7815154166667,17.2275100694444,18.2025648809524
2018-05-11,16.6691875,19.3359625,19.6937479166667,19.3474951388889,18.7481083333333,18.1140266666667,17.2072565972222,17.5287175595238
2018-05-12,17.88102083,21.6860270833333,20.5109947916667,20.3578409722222,19.932128125,19.3356920833333,18.7093600694444,17.8470809523809
2018-05-13,18.62472917,21.71184375,21.6989354166667,20.9112777777778,20.6963416666667,20.28807125,19.7317173611111,19.1382863095238
2018-05-14,NA,20.7663222222222,21.2390829861111,21.3880643518518,20.8750388888889,20.7103377777778,20.3677797453703,19.8795180555555
2018-05-15,17.49355556,22.05945,21.4128861111111,21.5125386574074,21.5559107638889,21.1119211111111,20.9351898148148,20.6094469246032
2018-05-16,17.32535417,20.7731895833333,21.4163197916666,21.1996539351852,21.3277013888889,21.3993665277778,21.0554658564815,20.9120469246032
2018-05-17,NA,19.02148125,19.8973354166666,20.6180402777778,20.6551107638889,20.8664573611111,21.0030523148148,20.7648966269841
2018-05-18,15.57479167,18.4399270833333,18.7307041666666,19.4115326388889,20.0735119791666,20.2120740277778,20.4620356481481,20.6368915674603
2018-05-19,14.37654167,14.38626875,16.4130979166667,17.2825590277778,18.1552166666667,18.9360633333333,19.2411064814815,19.5940689484127
2018-05-20,15.25147917,18.4541285714286,16.4201986607143,17.093441468254,17.5754514136905,18.214999047619,18.8557408730159,19.1286810657596
2018-05-21,15.79535417,24.6503125,21.5522205357143,19.1635699404762,18.9826592261905,18.9904236309524,19.2875512896825,19.6835368197279
2018-05-22,16.22666667,21.1306958333333,22.8905041666666,21.4117123015873,19.6553514136905,19.412266547619,19.3471356646825,19.5508576530612
2018-05-23,16.54675,21.7012604166667,21.415978125,22.4940895833333,21.4840993303572,20.0645332142857,19.7937655257936,19.6834392006803
2018-05-24,16.24341667,19.4495,20.5753802083333,20.7604854166667,21.7329421875,21.0771794642857,19.9620276785714,19.7445847363946
2018-05-25,16.5955,21.1631458333333,20.3063229166667,20.7713020833333,20.8611505208333,21.6189829166667,21.0915071924603,20.1336159863946
2018-05-26,17.99752083,23.6036604166667,22.383403125,21.4054354166667,21.4793916666667,21.4096525,21.9497625,21.4503862244898
2018-05-27,17.87947917,22.723975,23.1638177083333,22.4969270833333,21.7350703125,21.7283083333333,21.62870625,22.0603642857143
2018-05-28,17.93629167,21.83509375,22.279534375,22.7209097222222,22.33146875,21.755075,21.7461059027778,21.6581901785714
2018-05-29,NA,22.6642489361702,22.2496713430851,22.4077725620567,22.7067445257092,22.398024787234,21.9066039893617,21.8772691932624
2018-05-30,18.5685,22.9059458333333,22.7850973847518,22.4684295065012,22.5323158798759,22.746584787234,22.4826782949172,22.0493671099291
2018-05-31,NA,23.3652,23.1355729166666,22.9784649231678,22.6926221298759,22.6988927039007,22.849687322695,22.6087528242148
2018-06-01,18.34989583,23.4353958333333,23.4002979166667,23.2355138888889,23.0926976507092,22.8411768705674,22.8216432254728,22.9333599670719
2018-06-02,18.08570833,22.0696666666667,22.75253125,22.9567541666667,22.9440520833333,22.8880914539007,22.7125918365839,22.7142180027862
2018-06-03,17.28083333,18.8320125,20.4508395833333,21.4456916666667,21.92556875,22.1216441666667,22.2120782949172,22.1582233599291
2018-06-04,15.50647917,17.5939895833333,18.2130010416667,19.49855625,20.4827661458333,21.0592529166667,21.3670350694444,21.5523513361195
2018-06-05,15.15841667,18.113825,17.8539072916667,18.1799423611111,19.1523734375,20.0089779166667,20.5683482638889,20.9022907738095
2018-06-06,15.07997917,17.1994770833333,17.6566510416666,17.6357638888889,17.9348260416666,18.7617941666667,19.5407277777778,20.0870809523809
2018-06-07,14.68166667,17.05065625,17.1250666666666,17.4546527777778,17.4894869791666,17.7579920833333,18.4766045138889,19.1850032738095
2018-06-08,15.67854167,20.78034375,18.9155,18.3434923611111,18.2860755208333,18.1476583333333,18.2617173611111,18.8057101190476
2018-06-09,16.58595833,22.37043125,21.5753875,20.06714375,19.3502270833333,19.1029466666667,18.8514538194444,18.8486764880952
2018-06-10,16.73760417,20.7174791666667,21.5439552083334,21.2894180555556,20.2297276041667,19.6236775,19.3720354166667,19.1180288690476
2018-06-11,NA,17.1236791666667,18.9205791666667,20.0705298611111,20.2479833333334,19.6085179166667,19.2070111111111,19.0508416666667
2018-06-12,15.72860417,18.4186770833333,17.771178125,18.7532784722222,19.6575666666667,19.8821220833333,19.4102111111111,19.0943919642857
2018-06-13,16.55925,21.6955604166667,20.05711875,19.0793055555556,19.4888489583333,20.0651654166667,20.1843618055556,19.7366895833333
2018-06-14,17.5118125,22.9000895833333,22.297825,21.0047756944444,20.0345015625,20.1710970833333,20.5376527777778,20.5723229166667
2018-06-15,16.99458333,20.53348125,21.7167854166667,21.7097104166667,20.8869520833333,20.1342975,20.2314944444445,20.5370568452381
2018-06-16,16.854125,20.28911875,20.4113,21.2408965277778,21.3545625,20.7673854166667,20.1601010416667,20.2397264880952
2018-06-17,17.47160417,22.2654208333333,21.2772697916667,21.0293402777778,21.4970276041667,21.5367341666667,21.0170579861111,20.4608610119048
2018-06-18,18.438,24.4916916666667,23.37855625,22.34874375,21.894928125,22.0959604166667,22.0292270833333,21.5134342261905
2018-06-19,19.50279167,25.0526541666667,24.7721729166667,23.9365888888889,23.0247213541667,22.5264733333333,22.5887427083333,22.4611452380952
2018-06-20,18.83370833,22.2676729166667,23.6601635416667,23.9373395833334,23.5193598958334,22.8733116666667,22.4833399305556,22.5428755952381
2018-06-21,18.1035625,22.4290416666667,22.3483572916667,23.2497895833334,23.5602651041667,23.30129625,22.7992666666667,22.4755830357143
2018-06-22,17.32545833,19.5694520833333,20.999246875,21.4220555555556,22.3297052083334,22.7621025,22.6793222222222,22.3378645833333
2018-06-23,16.81641667,20.11330625,19.8413791666666,20.7039333333333,21.0948682291667,21.8864254166667,22.3206364583334,22.3127485119048
2018-06-24,16.8034375,21.8376166666667,20.9754614583333,20.5067916666667,20.9873541666667,21.2434179166667,21.878290625,22.2516336309524
2018-06-25,NA,21.2792613636364,21.5584390151515,21.0767280934344,20.6999090909091,21.0457356060606,21.249391824495,21.7927150162338
2018-06-26,NA,20.0472229166667,20.6632421401516,21.0547003156566,20.8193517992425,20.5693718560606,20.879316824495,21.0776534090909
2018-06-27,16.6740625,21.4926833333333,20.769953125,20.9397225378788,21.1641960700758,20.9540181060606,20.7232571022727,20.9669406114719
2018-06-28,17.51895833,23.6777479166667,22.585215625,21.7392180555556,21.6242288825758,21.666906439394,21.407973074495,21.1453272186147
2018-06-29,17.81258696,22.9644229166667,23.3210854166667,22.7116180555556,22.0455192708333,21.892267689394,21.8831591856061,21.6303230519481
2018-06-30,18.16016667,23.7235104166667,23.3439666666667,23.4552270833334,22.9645911458333,22.3811175,22.1974748106061,22.146066504329
2018-07-01,18.90770833,25.2099666666667,24.4667385416667,23.9659666666667,23.8939119791667,23.41366625,22.8525923611111,22.6278307900433
2018-07-02,19.4869375,26.10890625,25.6594364583333,25.0141277777778,24.5017015625,24.3369108333334,23.8628729166667,23.3177800595238
2018-07-03,19.77977083,25.9556479166667,26.0322770833333,25.7581736111111,25.2495078125,24.7924908333334,24.6067003472223,24.1618407738095
2018-07-04,20.043625,25.9502229166667,25.9529354166667,26.0049256944445,25.8061859375,25.3896508333334,24.9854461805556,24.7986321428572
2018-07-05,19.774,24.55473125,25.2524770833333,25.4868673611111,25.6423770833334,25.555895,25.2504975694445,24.9239154761905
2018-07-06,19.74921277,24.52725625,24.54099375,25.0107368055556,25.2469645833334,25.4193529166667,25.3844552083333,25.1471773809524
2018-07-07,18.33591667,20.1729458333333,22.3501010416667,23.0849777777778,23.8012890625,24.2321608333333,24.5449517361111,24.6399538690476
2018-07-08,17.31891667,19.1071958333333,19.6400708333333,21.2691326388889,22.0905322916667,22.8624704166667,23.378,23.7681294642857
2018-07-09,17.56845833,20.4842541666667,19.795725,19.9214652777778,21.0729130208333,21.7692766666667,22.4661010416667,22.9646077380952
2018-07-10,18.77958333,23.0947041666667,21.7894791666667,20.8953847222222,20.714775,21.47727125,21.99018125,22.5559014880952
2018-07-11,19.503875,23.58273125,23.3387177083333,22.3872298611111,21.5672213541667,21.28836625,21.82818125,22.2176883928571
2018-07-12,18.82091667,21.5040458333333,22.5433885416667,22.7271604166667,22.1664338541667,21.55458625,21.3243128472222,21.7818761904762
2018-07-13,19.1590625,22.8896333333333,22.1968395833333,22.6588034722222,22.7677786458333,22.31107375,21.7770940972222,21.5479300595238
2018-07-14,19.7008125,24.19073125,23.5401822916666,22.8614701388889,23.0417854166666,23.0523691666667,22.62435,22.1218994047619
2018-07-15,20.088,24.1677458333333,24.1792385416666,23.7493701388889,23.1880390625,23.2669775,23.2382652777778,22.8448351190476
2018-07-16,19.87266667,23.6660083333333,23.9168770833333,24.0081618055555,23.7285296875,23.2836329166666,23.3334826388889,23.2993714285714
2018-07-17,20.18,23.9462666666667,23.8061375,23.9266736111111,23.9926880208333,23.7720770833333,23.394071875,23.4210232142857
2018-07-18,19.18570833,21.1348145833333,22.540540625,22.9156965277778,23.2287088541666,23.4211133333333,23.3325333333333,23.0713208333333
2018-07-19,18.46816667,20.6041583333333,20.8694864583333,21.8950798611111,22.3378119791666,22.70379875,22.9516208333333,22.9427654761905
2018-07-20,19.34395833,22.9614354166667,21.782796875,21.5668027777778,22.16166875,22.4625366666667,22.7467381944444,22.9530229166667
2018-07-21,18.89260417,20.7183583333333,21.839896875,21.4279840277778,21.3546916666666,21.8730066666667,22.1718402777778,22.4569696428571
2018-07-22,17.76025,19.5929479166667,20.155653125,21.0909138888889,20.969225,21.0023429166667,21.492996875,21.8034270833333
2018-07-23,NA,22.6519395833333,21.12244375,20.9877486111111,21.4811703125,21.3057679166667,21.2772756944444,21.6585601190476
2018-07-24,19.49597917,23.47368125,23.0628104166667,21.9061895833333,21.6092317708333,21.8796725,21.6670868055555,21.5910479166667
2018-07-25,19.36154167,22.8883583333333,23.1810197916666,23.0046597222222,22.1517317708333,21.8650570833333,22.0477868055555,21.8415541666667
2018-07-26,18.67885417,22.8040895833333,22.8462239583333,23.0553763888889,22.9545171875,22.2822033333333,22.0215625,22.1558300595238
2018-07-27,18.5635625,23.1870166666667,22.995553125,22.9598215277778,23.0882864583333,23.0010170833333,22.4330055555555,22.1880559523809
2018-07-28,18.64847917,22.6138479166667,22.9004322916667,22.8683180555556,22.873328125,22.99339875,22.9364888888889,22.4588401785714
2018-07-29,18.23072917,20.9044166666667,21.7591322916667,22.23509375,22.3773427083334,22.4795458333333,22.6452350694444,22.6461928571429
2018-07-30,18.31304167,21.1780916666667,21.0412541666667,21.5654520833334,21.9708432291667,22.1374925,22.2626368055556,22.4356431547619
2018-07-31,18.10420833,21.7037125,21.4409020833333,21.2620736111111,21.6000171875,21.9174170833334,22.0651958333334,22.1827904761905
2018-08-01,18.87825,24.1508125,22.9272625,22.3442055555556,21.9842583333334,22.11017625,22.2896496527778,22.3631410714286
2018-08-02,18.61529167,22.7473770833333,23.4490947916667,22.8673006944444,22.4449984375,22.1368820833333,22.2163763888889,22.3550392857143
2018-08-03,18.45564583,22.88225,22.8148135416667,23.2601465277778,22.8710380208333,22.53244875,22.2611100694444,22.3115011904762
2018-08-04,18.04960417,23.1297729166667,23.0060114583333,22.9198,23.227553125,22.922785,22.6320027777778,22.3852047619048
2018-08-05,18.1928125,23.7132645833333,23.42151875,23.2417625,23.1181661458333,23.3246954166667,23.0545315972222,22.78646875
2018-08-06,18.37220833,23.9771604166667,23.8452125,23.6067326388889,23.4256119791667,23.289965,23.4334395833333,23.1863357142857
2018-08-07,18.57954167,24.2061125,24.0916364583333,23.9655125,23.7565776041667,23.5817120833333,23.44265625,23.5438214285714
2018-08-08,18.8210625,23.9248458333333,24.0654791666666,24.0360395833333,23.9553458333333,23.79023125,23.6389010416667,23.5115404761905
2018-08-09,NA,23.4268541666667,23.67585,23.8526041666667,23.8837432291667,23.8496475,23.7296684027778,23.6086086309524
2018-08-10,18.88170833,22.92046875,23.1736614583333,23.42405625,23.6195703125,23.6910883333333,23.694784375,23.614068452381
2018-08-11,19.0294375,23.33070625,23.1255875,23.2260097222222,23.40071875,23.5617975,23.6310246527778,23.6427732142857
2018-08-12,18.58683333,21.9712208333333,22.6509635416666,22.7407986111111,22.9123125,23.1148191666667,23.2967013888889,23.3939098214286
2018-08-13,18.24725,20.8363895833333,21.4038052083333,22.0461055555555,22.2646963541667,22.4971279166667,22.7350809027778,22.9452282738095
2018-08-14,17.87808333,20.41485625,20.6256229166667,21.0741555555555,21.6382932291666,21.8947283333333,22.1500826388889,22.4036202380952
2018-08-15,18.4976875,22.30241875,21.3586375,21.1845548611111,21.3812213541667,21.7711183333333,21.9626767361111,22.1718449404762
2018-08-16,19.211625,23.6235083333333,22.9629635416667,22.1135944444444,21.7942932291667,21.82967875,22.07985,22.1999383928571
2018-08-17,19.7205625,24.1502875,23.8868979166667,23.3587381944444,22.6227677083333,22.2654920833333,22.216446875,22.3756267857143
2018-08-18,19.35233333,22.7915666666667,23.4709270833334,23.5217875,23.2169453125,22.6565275,22.3531711805555,22.2986068452381
2018-08-19,19.03222917,21.7344291666667,22.2629979166667,22.8920944444445,23.0749479166667,22.9204420833333,22.5028444444444,22.2647794642857
2018-08-20,NA,21.4921769230769,21.6133030448718,22.0060575854701,22.5421150641026,22.7583937179487,22.6823978899573,22.3584633699634
2018-08-21,19.5011875,23.9638625,22.7280197115385,22.3968228632479,22.4955088141026,22.8264645512821,22.9593051816239,22.8654642628205
2018-08-22,19.12625,22.35598125,23.159921875,22.6040068910256,22.3866124599359,22.4676033012821,22.7480506677351,22.8731160485348
2018-08-23,NA,18.1805425531915,20.2682619015957,21.5001287677305,21.4981408065671,21.545398478587,21.7530931766003,22.0955495085145
2018-08-24,16.95527083,18.1917020833333,18.1861223182624,19.5760752955083,20.6730220966312,20.8368530619203,20.9864490793781,21.2443230204193
2018-08-25,17.40854167,19.7227479166667,18.957225,18.6983308510638,19.6127434507979,20.4829672606383,20.6511688710447,20.8059203418479
2018-08-26,18.01916667,21.7114854166667,20.7171166666667,19.8753118055556,19.4516194924646,20.0324918439716,20.687720286643,20.8026426632764
2018-08-27,19.15545833,24.1052791666667,22.9083822916667,21.8465041666667,20.9328036458334,20.382351427305,20.7112897310875,21.1759429837893
2018-08-28,19.77208333,24.61915,24.3622145833334,23.4786381944445,22.539665625,21.6700729166667,21.0884845227542,21.2695554837893
2018-08-29,20.31957447,25.3065666666667,24.9628583333334,24.6769986111111,23.9356203125,23.0930458333334,22.2761552083333,21.6910676861702
2018-08-30,20.47,24.3693541666667,24.8379604166667,24.7650236111111,24.6000875,24.0223670833334,23.3057638888889,22.5751836309524
2018-08-31,20.2743125,24.0205479166667,24.1949510416667,24.5654895833334,24.5789046875,24.4841795833334,24.0220638888889,23.4078758928572
2018-09-01,20.3538125,23.6304208333333,23.825484375,24.0067743055556,24.3317223958333,24.3892079166667,24.3418864583333,23.9661148809524
2018-09-02,20.344,23.7827104166667,23.706565625,23.8112263888889,23.9507583333334,24.22192,24.288125,24.2620041666667
2018-09-03,20.87610417,25.0858625,24.4342864583334,24.16633125,24.1298854166667,24.1777791666667,24.3659104166667,24.4020875
2018-09-04,NA,23.9152542857143,24.5005583928572,24.261275734127,24.1035620089286,24.0869591904762,24.1340250198413,24.3015309693878
2018-09-05,21.80932609,25.58096875,24.7481115178572,24.8606951785714,24.5911989880953,24.3990433571429,24.3359607837302,24.3407312670068
2018-09-06,21.767875,25.1338541666667,25.3574114583334,24.8766924007937,24.9289849255953,24.6997300238095,24.5215118253968,24.4499455527211
2018-09-07,21.258,23.2021291666667,24.1679916666667,24.6389840277778,24.4580515922619,24.5836137738095,24.4501298809524,24.3330285884354
2018-09-08,19.52414583,18.8389270833333,21.020528125,22.3916368055556,23.1889697916667,23.3342266904762,23.6261659920635,23.6485294812925
2018-09-09,16.8999375,14.1521531914894,16.4955401374113,18.7310698138298,20.331765902039,21.3816064716312,21.8038811073117,22.2727355919815
2018-09-10,16.9656875,16.7238520833333,15.4380026374113,16.5716441193853,18.2292653812057,19.6101831382979,20.6053140735816,21.0781626753148
2018-09-11,17.28152083,18.7667770833333,17.7453145833333,16.5475941193853,17.1204273603723,18.3367677216312,19.4696154624705,20.3426659321175
2018-09-12,17.4771875,20.0125708333333,19.3896739583333,18.5010666666666,17.4138382978723,17.6988560549645,18.6160682402482,19.5471805154509
2018-09-13,18.23924444,21.8131729166667,20.912871875,20.1975069444444,19.3290932291666,18.2937052216312,18.3845755319149,19.0727974797366
2018-09-14,18.940375,22.50276875,22.1579708333334,21.4428375,20.7738223958333,19.9638283333333,18.9952158096927,18.9728888487842
2018-09-15,19.05327083,21.9796625,22.241215625,22.0985347222222,21.57704375,21.0149904166667,20.2998006944444,19.4215653368794
2018-09-16,18.8095625,21.2418770833333,21.6107697916666,21.9081027777778,21.8843703125,21.5100104166667,21.0528048611111,20.4343830357143
2018-09-17,19.46322917,22.8130625,22.0274697916667,22.0115340277778,22.1343427083333,22.07010875,21.7271857638889,21.3042702380952
2018-09-18,19.45770833,23.3111354166667,23.0620989583334,22.4553583333333,22.336434375,22.36970125,22.2769465277778,21.9534642857143
2018-09-19,18.80895833,21.69703125,22.5040833333333,22.6070763888889,22.2657765625,22.20855375,22.2575895833333,22.1941014880952
2018-09-20,NA,21.7783041666667,21.7376677083333,22.2621569444445,22.3998833333333,22.1682820833333,22.1368454861111,22.1891202380952
2018-09-21,19.22533333,21.8465,21.8124020833333,21.7739451388889,22.1582427083334,22.2892066666667,22.1146517361111,22.0953675595238
2018-09-22,18.94516667,21.0259958333333,21.4362479166667,21.5502666666667,21.5869578125,21.9317933333333,22.0786715277778,21.9591294642857
2018-09-23,16.55608333,15.1404666666667,18.08323125,19.3376541666667,19.9478166666667,20.2976595833333,20.7999055555556,21.0874994047619
2018-09-24,16.41991111,16.67578125,15.9081239583334,17.61408125,18.6721859375,19.2934095833333,19.6940131944445,20.2107449404762
2018-09-25,17.11689583,19.2637916666667,17.9697864583334,17.0266798611111,18.0265088541667,18.7905070833333,19.2884732638889,19.6325529761905
2018-09-26,17.75670833,21.7845458333333,20.52416875,19.2413729166667,18.2161463541667,18.77811625,19.2895135416667,19.6450550595238
2018-09-27,16.86570833,16.7941020833333,19.2893239583333,19.2808131944444,18.6295552083333,17.9317375,18.4474472222222,18.9330261904762
2018-09-28,15.872875,15.9934291666667,16.393765625,18.1906923611111,18.4589671875,18.10233,17.6086861111111,18.0968732142857
2018-09-29,16.14408333,17.6696375,16.8315333333334,16.81905625,18.0604286458333,18.30110125,18.0302145833333,17.617393452381
2018-09-30,15.79291667,16.8295,17.24956875,16.8308555555556,16.8216671875,17.8142429166667,18.055834375,17.8586839285714
2018-10-01,16.332,19.3415645833333,18.0855322916667,17.9469006944444,17.4585328125,17.3256466666667,18.0687965277778,18.2395101190476
2018-10-02,17.18560417,21.2850916666667,20.313328125,19.1520520833333,18.7814484375,18.2238445833333,17.9855541666667,18.5282672619048
2018-10-03,NA,21.7462770833333,21.515684375,20.7909777777778,19.8006083333333,19.3744141666667,18.8109166666667,18.522800297619
2018-10-04,17.98727083,22.1954291666667,21.970853125,21.7422659722222,21.142090625,20.2795725,19.8445833333333,19.294418452381
2018-10-05,17.94195833,20.3057166666667,21.2505729166667,21.4158076388889,21.3831286458333,20.9748158333333,20.2839298611111,19.9104595238095
2018-10-06,17.27097917,18.99082,19.6482683333333,20.4973219444445,20.8095607291667,20.9046669166667,20.6441498611111,20.0991998809524
2018-10-07,18.13133333,24.8781333333333,21.9344766666666,21.3915566666667,21.5925247916667,21.62327525,21.5669113194445,21.2490046428571
2018-10-08,18.71610417,23.0688104166667,23.973471875,22.3125879166667,21.8108701041667,21.8877819166667,21.8641977777778,21.7814683333333
2018-10-09,18.99627083,23.0398729166667,23.0543416666667,23.6622722222222,22.4944091666667,22.0566706666667,22.0797970833334,22.0321513690476
2018-10-10,18.92289583,22.8288625,22.9343677083333,22.9791819444445,23.4539197916667,22.5612998333333,22.1853693055556,22.1868064285714
2018-10-11,18.94789583,22.0763958333333,22.4526291666667,22.6483770833333,22.7534854166667,23.178415,22.4804825,22.1698016666667
2018-10-12,15.86595833,14.3514020833333,18.2138989583333,19.7522201388889,20.5741333333333,21.07306875,21.7072461805556,21.319185297619
2018-10-13,13.17279167,10.01509375,12.1832479166666,15.4809638888889,17.3179385416666,18.4623254166667,19.2300729166667,20.0369386904762
2018-10-14,11.83522917,8.90147291666667,9.45828333333333,11.0893229166667,13.8360911458333,15.6346454166667,16.86885,17.7545586309524
2018-10-15,NA,14.92555625,11.9135145833333,11.2807076388889,12.04838125,14.0539841666667,15.5164638888889,16.5912366071429
2018-10-16,NA,16.5434,15.734478125,13.4568097222222,12.5963807291667,12.947385,14.4688868055555,15.663169047619
2018-10-17,NA,NA,NA,NA,NA,NA,NA,NA
2018-10-18,NA,NA,NA,NA,NA,NA,NA,NA
2018-10-19,NA,NA,NA,NA,NA,NA,NA,NA
2018-10-20,NA,NA,NA,NA,NA,NA,NA,NA
2018-10-21,NA,NA,NA,NA,NA,NA,NA,NA
2018-10-22,NA,NA,NA,NA,NA,NA,NA,NA
2018-10-23,NA,NA,NA,NA,NA,NA,NA,NA
2018-10-24,NA,NA,NA,NA,NA,NA,NA,NA
2018-10-25,NA,NA,NA,NA,NA,NA,NA,NA
2018-10-26,NA,6.89768,NA,NA,NA,NA,NA,NA
2018-10-27,NA,7.63670625,7.267193125,NA,NA,NA,NA,NA
2018-10-28,NA,10.2049791666667,8.92084270833335,8.2464551388889,NA,NA,NA,NA
2018-10-29,NA,11.0742020833333,10.639590625,9.63862916666667,8.953391875,NA,NA,NA
2018-10-30,NA,9.33225625,10.2032291666667,10.2038125,9.5620359375,9.02916475,NA,NA
2018-10-31,NA,12.2288520833333,10.7805541666667,10.8784368055555,10.7100723958333,10.0953991666667,9.56244597222222,NA
2018-11-01,NA,16.79686875,14.5128604166667,12.7859923611111,12.3580447916667,11.9274316666667,11.2123107638889,10.5959349404762
2018-11-02,NA,18.7614958333333,17.7791822916667,15.9290722222222,14.2798682291667,13.638735,13.0664423611111,12.2907657738095
2018-11-03,11.85329167,10.069125,14.4153104166666,15.2091631944444,14.4640854166667,13.4377195833333,13.0438,12.6382541666667
2018-11-04,9.401895833,NA,NA,NA,NA,NA,NA,NA
2018-11-05,10.28522917,NA,NA,NA,NA,NA,NA,NA
2018-11-06,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-07,10.97295833,NA,NA,NA,NA,NA,NA,NA
2018-11-08,10.65191667,NA,NA,NA,NA,NA,NA,NA
2018-11-09,9.419088889,6.6779,NA,NA,NA,NA,NA,NA
2018-11-10,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-11,6.021395833,NA,NA,NA,NA,NA,NA,NA
2018-11-12,6.366,NA,NA,NA,NA,NA,NA,NA
2018-11-13,7.647583333,NA,NA,NA,NA,NA,NA,NA
2018-11-14,7.186375,NA,NA,NA,NA,NA,NA,NA
2018-11-15,3.7536875,NA,NA,NA,NA,NA,NA,NA
2018-11-16,NA,2.4335,NA,NA,NA,NA,NA,NA
2018-11-17,5.845145833,NA,NA,NA,NA,NA,NA,NA
2018-11-18,5.9016875,NA,NA,NA,NA,NA,NA,NA
2018-11-19,6.878844444,NA,NA,NA,NA,NA,NA,NA
2018-11-20,7.476458333,NA,NA,NA,NA,NA,NA,NA
2018-11-21,6.487458333,NA,NA,NA,NA,NA,NA,NA
2018-11-22,5.6893125,NA,NA,NA,NA,NA,NA,NA
2018-11-23,4.259625,NA,NA,NA,NA,NA,NA,NA
2018-11-24,4.085791667,NA,NA,NA,NA,NA,NA,NA
2018-11-25,6.359979167,NA,NA,NA,NA,NA,NA,NA
2018-11-26,7.782229167,NA,NA,NA,NA,NA,NA,NA
2018-11-27,6.427979167,NA,NA,NA,NA,NA,NA,NA
2018-11-28,4.491333333,NA,NA,NA,NA,NA,NA,NA
2018-11-29,3.8560625,NA,NA,NA,NA,NA,NA,NA
2018-11-30,NA,NA,NA,NA,NA,NA,NA,NA
2018-12-01,5.5174,NA,NA,NA,NA,NA,NA,NA
2018-12-02,6.89175,NA,NA,NA,NA,NA,NA,NA
2018-12-03,7.645155556,NA,NA,NA,NA,NA,NA,NA
2018-12-04,6.35375,NA,NA,NA,NA,NA,NA,NA
2018-12-05,4.946444444,NA,NA,NA,NA,NA,NA,NA
2018-12-06,4.530083333,NA,NA,NA,NA,NA,NA,NA
2018-12-07,4.258979167,NA,NA,NA,NA,NA,NA,NA
2018-12-08,2.699333333,NA,NA,NA,NA,NA,NA,NA
2018-12-09,2.588479167,NA,NA,NA,NA,NA,NA,NA
2018-12-10,NA,NA,NA,NA,NA,NA,NA,NA
2018-12-11,NA,NA,NA,NA,NA,NA,NA,NA
2018-12-12,NA,NA,NA,NA,NA,NA,NA,NA
2018-12-13,NA,NA,NA,NA,NA,NA,NA,NA
2018-12-14,NA,NA,NA,NA,NA,NA,NA,NA
2018-12-15,NA,NA,NA,NA,NA,NA,NA,NA
2018-12-16,NA,NA,NA,NA,NA,NA,NA,NA
2018-12-17,NA,NA,NA,NA,NA,NA,NA,NA
2018-12-18,NA,NA,NA,NA,NA,NA,NA,NA
2018-12-19,NA,NA,NA,NA,NA,NA,NA,NA
2018-12-20,NA,1.129,NA,NA,NA,NA,NA,NA
2018-12-21,NA,NA,NA,NA,NA,NA,NA,NA
2018-12-22,NA,NA,NA,NA,NA,NA,NA,NA
2018-12-23,NA,NA,NA,NA,NA,NA,NA,NA
2018-12-24,NA,NA,NA,NA,NA,NA,NA,NA
2018-12-25,NA,NA,NA,NA,NA,NA,NA,NA
2018-12-26,NA,NA,NA,NA,NA,NA,NA,NA
2018-12-27,NA,NA,NA,NA,NA,NA,NA,NA
2018-12-28,NA,NA,NA,NA,NA,NA,NA,NA
2018-12-29,NA,NA,NA,NA,NA,NA,NA,NA
2018-12-30,NA,NA,NA,NA,NA,NA,NA,NA
2018-12-31,NA,NA,NA,NA,NA,NA,NA,NA
2019-01-01,NA,NA,NA,NA,NA,NA,NA,NA
2019-01-02,NA,NA,NA,NA,NA,NA,NA,NA
2019-01-03,NA,NA,NA,NA,NA,NA,NA,NA
2019-01-04,NA,NA,NA,NA,NA,NA,NA,NA
2019-01-05,NA,NA,NA,NA,NA,NA,NA,NA
2019-01-06,NA,NA,NA,NA,NA,NA,NA,NA
2019-01-07,NA,NA,NA,NA,NA,NA,NA,NA
2019-01-08,NA,NA,NA,NA,NA,NA,NA,NA
2019-01-09,NA,NA,NA,NA,NA,NA,NA,NA
2019-01-10,NA,NA,NA,NA,NA,NA,NA,NA
2019-01-11,NA,NA,NA,NA,NA,NA,NA,NA
2019-01-12,NA,NA,NA,NA,NA,NA,NA,NA
2019-01-13,NA,NA,NA,NA,NA,NA,NA,NA
